cgpa,backlogs,college_tier,country,university_ranking_band,internship_count,aptitude_score,communication_score,specialization,industry,internship_quality_score,placement_status
4.729994847,2,Tier 2,Canada,100-300,4,82.04621424,74.33367486,Cloud,Healthcare,4.408079878,Not Placed
6.986711726,3,Tier 1,UK,300+,1,32.01679235,46.89726893,Core CS,Other,4.144053213,Not Placed
6.915344994,2,Tier 1,USA,100-300,1,73.23786524,67.67118105,Data Science,Manufacturing,2.262160333,Not Placed
6.63709089,3,Tier 3,Germany,300+,1,65.40465506,42.33555732,Core CS,Tech,5.429694812,Not Placed
8.380981237,0,Tier 1,India,300+,1,75.43028914,57.75832975,AI/ML,Finance,6.427930616,Placed
6.290136433,2,Tier 1,Canada,Top 100,1,58.14013918,71.63057298,Data Science,Consulting,4.264211409,Not Placed
7.617436942,0,Tier 2,USA,100-300,2,76.22128274,57.6171205,Core CS,Healthcare,4.940691722,Placed
7.285002231,2,Tier 1,Germany,300+,2,58.71021495,81.36820664,Core CS,Finance,4.635618086,Placed
8.009215402,1,Tier 2,UK,Top 100,1,81.34349123,73.83430741,AI/ML,Manufacturing,3.802191355,Placed
6.466248732,0,Tier 1,Germany,100-300,0,54.66119506,59.49249296,Cloud,Other,3.390006837,Placed
6.413624881,0,Tier 2,Germany,100-300,2,74.55115255,81.78189943,AI/ML,Healthcare,1,Placed
7.876855926,1,Tier 1,India,100-300,3,73.77095031,77.2292747,Cloud,Manufacturing,3.646538633,Placed
7.340257047,1,Tier 3,USA,100-300,2,74.7238029,78.39249304,Data Science,Consulting,5.692409731,Placed
5.764050123,1,Tier 2,Germany,100-300,1,64.4777092,77.15152272,AI/ML,Consulting,3.213677979,Placed
6.568555988,0,Tier 2,UK,100-300,1,62.35837791,48.724737,Data Science,Tech,5.501180392,Placed
7.309106123,1,Tier 2,UK,Top 100,3,88.77767379,68.13532033,Cybersecurity,Tech,2.517500097,Placed
7.670211377,1,Tier 3,India,300+,1,71.58952006,72.22405486,Cybersecurity,Tech,5.760442174,Placed
6.456615477,1,Tier 2,Germany,100-300,1,64.1934261,83.13153803,Core CS,Healthcare,3.917076857,Not Placed
4.668595208,3,Tier 3,UK,100-300,1,65.02745161,49.49873677,Cybersecurity,Consulting,3.316666537,Not Placed
7.418578549,2,Tier 2,UK,Top 100,0,78.45932091,84.61807774,Cybersecurity,Other,7.087374023,Placed
6.023743448,2,Tier 2,India,100-300,0,59.46669593,70.21362952,AI/ML,Healthcare,1.19541648,Not Placed
5.386128962,3,Tier 3,Germany,300+,1,65.26534923,53.7673784,Core CS,Other,5.344317703,Not Placed
4.73413926,2,Tier 3,India,100-300,1,61.91434085,57.40980275,AI/ML,Healthcare,5.504904332,Not Placed
7.651184688,1,Tier 1,Germany,100-300,4,94.04629941,94.58714768,AI/ML,Finance,4.714572987,Placed
7.10289396,3,Tier 2,UK,300+,3,65.19847321,49.19144934,AI/ML,Other,2.908380058,Not Placed
6.819474895,2,Tier 2,USA,300+,2,53.50955561,61.06723711,Cybersecurity,Healthcare,5.049536052,Not Placed
8.11121949,0,Tier 1,UK,100-300,0,51.57019819,58.30268088,Core CS,Manufacturing,4.640678273,Not Placed
7.509859746,2,Tier 3,USA,100-300,2,62.85139331,72.40760456,Cloud,Consulting,6.703787391,Placed
8.293040034,1,Tier 2,Germany,100-300,4,64.7183551,55.87344868,AI/ML,Healthcare,6.692299422,Placed
5.885811622,2,Tier 2,Germany,Top 100,1,71.73323388,78.44354775,Core CS,Healthcare,4.665740164,Not Placed
6.972359501,1,Tier 1,Canada,300+,2,59.30715657,86.91693549,Core CS,Tech,3.388505739,Not Placed
5.7066293,4,Tier 1,Germany,300+,0,70.3331165,30,Cybersecurity,Tech,4.4309157,Not Placed
6.816494135,0,Tier 1,Germany,300+,0,93.96532422,40.2818699,Cybersecurity,Manufacturing,5.165214662,Placed
6.801107317,0,Tier 1,Canada,300+,2,67.99277812,85.0815904,Cloud,Healthcare,4.737425948,Placed
7.50129091,3,Tier 2,USA,300+,1,88.06614992,66.09645795,Data Science,Other,4.789299325,Not Placed
7.036451105,2,Tier 3,Germany,300+,3,72.50170756,87.29695031,Core CS,Finance,4.099192293,Not Placed
7.498725711,2,Tier 2,India,300+,1,59.689611,73.70167383,Cloud,Tech,3.250838822,Placed
7.562752107,0,Tier 1,Germany,300+,1,60.17371285,62.61638361,Cloud,Tech,4.81421716,Placed
8.723942942,0,Tier 1,Germany,300+,2,75.61261176,39.39718145,AI/ML,Consulting,5.719986601,Placed
6.747762676,0,Tier 2,UK,100-300,0,41.79807433,43.16790806,Data Science,Other,5.04037415,Not Placed
6.247181839,1,Tier 2,Germany,300+,2,73.27728138,80.40024868,Data Science,Healthcare,4.70761909,Not Placed
7.196866892,1,Tier 3,Germany,100-300,0,52.68240858,83.55318085,Core CS,Tech,2.197226108,Placed
6.358175978,2,Tier 3,India,300+,1,86.52429637,66.0616835,Data Science,Healthcare,3.616544214,Placed
8.185568615,0,Tier 3,Canada,300+,0,88.21541332,42.68086424,AI/ML,Finance,7.144964548,Placed
6.773425569,0,Tier 1,Canada,Top 100,1,65.34114557,90.94610267,Cloud,Manufacturing,5.982487218,Placed
6.547538906,2,Tier 3,Canada,100-300,0,100,95.81307655,Core CS,Consulting,4.623252627,Not Placed
6.622947423,2,Tier 1,UK,Top 100,1,58.78997689,82.81408459,Cloud,Finance,4.992053144,Placed
7.574733939,0,Tier 2,Germany,Top 100,3,55.15973641,74.64392805,Cloud,Healthcare,3.497607931,Placed
6.873802413,1,Tier 2,USA,100-300,0,65.68051886,73.96113489,Core CS,Healthcare,3.353735752,Placed
6.486666544,3,Tier 2,USA,300+,2,30.59266827,34.73481491,AI/ML,Healthcare,3.803874601,Not Placed
8.332281534,1,Tier 1,India,100-300,1,68.89444511,90.19477125,AI/ML,Tech,4.926658879,Placed
6.315064127,2,Tier 2,UK,100-300,3,61.89760817,93.1969442,Data Science,Manufacturing,3.98670764,Not Placed
7.028452859,2,Tier 1,UK,Top 100,4,100,85.39800388,Core CS,Consulting,5.213591807,Placed
7.521844921,1,Tier 1,Germany,100-300,1,52.34562443,41.64523104,Core CS,Manufacturing,5.23459878,Placed
5.694931912,2,Tier 2,USA,100-300,2,100,83.07661827,Cloud,Healthcare,4.923223959,Placed
7.384208401,1,Tier 3,UK,100-300,3,87.29434521,60.14543481,Cloud,Tech,2.222699704,Placed
6.15591386,4,Tier 3,India,300+,1,45.97951787,64.46798426,Data Science,Manufacturing,8.588920782,Not Placed
7.658226225,1,Tier 2,USA,100-300,0,72.97863022,42.90562252,Data Science,Tech,5.633813946,Placed
6.22987919,2,Tier 1,UK,300+,0,78.78076864,37.77499979,Cloud,Tech,4.228199833,Not Placed
7.554215225,3,Tier 1,Germany,300+,2,68.52354605,37.61578539,AI/ML,Finance,4.561607118,Placed
7.884666453,1,Tier 1,Germany,100-300,5,50.25711221,59.63402713,AI/ML,Tech,5.259838904,Placed
7.689149221,2,Tier 3,Germany,100-300,3,54.14175566,35.49204049,Core CS,Consulting,4.497323962,Not Placed
7.201053319,1,Tier 2,Germany,Top 100,1,61.02010314,51.5378973,AI/ML,Healthcare,3.907115144,Not Placed
6.814959246,0,Tier 3,USA,300+,1,63.81065969,63.53654376,Core CS,Healthcare,4.819949594,Placed
6.538864339,0,Tier 3,USA,300+,3,66.3734573,62.63940457,Cybersecurity,Manufacturing,6.13842312,Not Placed
8.176827753,1,Tier 2,UK,100-300,1,46.71203673,61.85053766,Cloud,Tech,5.214402241,Placed
6.440403824,0,Tier 3,India,Top 100,1,76.14901108,60.32812586,Data Science,Healthcare,5.10349453,Placed
6.170347141,2,Tier 1,Canada,Top 100,1,76.89235167,60.42043492,Cybersecurity,Manufacturing,6.227530018,Placed
7.532295148,0,Tier 2,Canada,Top 100,2,46.75359651,55.34108309,Cloud,Healthcare,6.377864239,Not Placed
6.363090557,0,Tier 3,Germany,300+,0,77.57656093,62.63615638,Data Science,Tech,7.352238315,Placed
6.239949202,1,Tier 2,UK,300+,4,30,70.51656127,Cybersecurity,Finance,2.489863333,Not Placed
5.84511659,2,Tier 1,Canada,300+,2,52.70728158,45.34893253,Core CS,Healthcare,3.277000186,Not Placed
6.613672128,1,Tier 1,Canada,100-300,2,52.20215363,81.7222448,Data Science,Finance,3.592420802,Placed
6.933827981,2,Tier 3,Canada,300+,1,80.88120431,57.0925505,Core CS,Consulting,2.35240525,Placed
7.194473382,0,Tier 1,Canada,Top 100,1,55.25729775,42.33479628,AI/ML,Consulting,3.890494287,Not Placed
7.761044995,2,Tier 3,Canada,100-300,1,59.69921019,69.20569584,Core CS,Consulting,6.228055169,Not Placed
7.421518339,2,Tier 1,UK,100-300,3,81.03981932,83.68843713,Cloud,Manufacturing,7.183641314,Placed
6.847302224,0,Tier 2,Canada,300+,1,65.07074749,39.52097363,Cloud,Consulting,5.535766962,Placed
6.841443459,0,Tier 2,Canada,300+,0,60.64982492,37.71967854,Cloud,Tech,7.781984155,Placed
7.408125975,1,Tier 2,UK,Top 100,3,35.12915448,85.70228548,Data Science,Manufacturing,3.885264336,Placed
8.01805613,0,Tier 2,USA,300+,2,77.38783793,44.5947084,Cloud,Tech,6.494126625,Not Placed
7.10105136,2,Tier 3,USA,300+,0,86.41384177,43.9515483,Cloud,Tech,6.031248151,Placed
6.624695317,1,Tier 2,USA,100-300,2,70.25228399,73.33604184,Data Science,Tech,5.176917067,Placed
6.205707199,1,Tier 3,Canada,300+,0,85.16064516,41.34029834,Cloud,Manufacturing,4.608361765,Not Placed
5.843835788,1,Tier 1,UK,300+,3,73.9255851,72.01512522,Cybersecurity,Finance,4.243226957,Not Placed
7.533015738,0,Tier 1,USA,300+,0,59.43222512,71.23844862,Cloud,Tech,6.405247917,Placed
7.462382819,2,Tier 1,Germany,100-300,3,87.93373395,38.54459056,Cybersecurity,Other,5.856456411,Placed
7.46189082,0,Tier 1,Germany,100-300,3,85.82154978,30.543456,Cloud,Tech,5.637827923,Placed
6.897072443,0,Tier 2,UK,Top 100,2,66.20915885,45.61026856,AI/ML,Tech,5.776954472,Placed
8.125547797,0,Tier 2,Canada,Top 100,3,77.68180385,86.32232071,Cybersecurity,Finance,5.236462073,Placed
6.612705204,1,Tier 3,USA,300+,1,96.56189435,56.069618,Data Science,Consulting,6.070461591,Placed
7.76421539,1,Tier 1,Canada,300+,2,63.59064677,50.53148761,Core CS,Consulting,4.200887326,Placed
6.969005684,2,Tier 2,USA,Top 100,0,82.61339943,48.07936352,AI/ML,Healthcare,5.156200412,Placed
6.513319388,2,Tier 3,India,100-300,1,80.00396552,72.22361078,Data Science,Other,4.802108121,Not Placed
7.474024246,3,Tier 3,India,100-300,0,73.59418491,66.23415173,AI/ML,Manufacturing,4.835312679,Placed
7.327708895,0,Tier 3,Canada,100-300,2,68.88230082,55.00783767,Cloud,Manufacturing,5.218403441,Placed
7.285578207,2,Tier 3,Germany,100-300,0,36.73711191,40.13638258,Data Science,Finance,4.209556204,Not Placed
7.065022738,1,Tier 2,Canada,100-300,1,87.75438114,70.09255507,Core CS,Finance,8.873275018,Placed
6.969685535,2,Tier 3,USA,100-300,1,54.5831986,51.55876848,AI/ML,Finance,6.760128114,Not Placed
8.910697594,0,Tier 3,Canada,300+,1,75.62315047,67.59719969,Core CS,Healthcare,7.331067149,Placed
7.947405316,0,Tier 3,Canada,Top 100,1,61.78565681,40.16865142,AI/ML,Consulting,6.232228442,Placed
7.578261516,0,Tier 1,USA,100-300,2,94.16170757,86.45330252,Core CS,Manufacturing,6.61487067,Placed
7.089439327,2,Tier 3,Germany,100-300,2,57.69112422,58.78376957,Core CS,Healthcare,6.444041757,Placed
7.80572576,1,Tier 2,India,100-300,1,61.69289351,72.81318817,Data Science,Other,4.847174456,Placed
7.414395821,1,Tier 1,USA,300+,1,100,75.95480156,Cloud,Tech,4.705795251,Placed
7.020963802,0,Tier 1,Canada,Top 100,2,81.45660438,31.97651218,Cloud,Consulting,3.828613282,Placed
6.75714854,0,Tier 3,UK,300+,2,59.94312199,45.71414789,Core CS,Healthcare,5.992665515,Placed
6.93526613,2,Tier 2,Canada,100-300,3,65.57827677,65.73764024,Cloud,Consulting,2.437468798,Placed
4.463659411,1,Tier 3,Canada,100-300,1,76.83529848,30,Cybersecurity,Tech,4.827922928,Not Placed
7.168480671,2,Tier 1,UK,100-300,3,56.70693756,42.00100726,Cybersecurity,Manufacturing,4.557413192,Placed
6.609219136,0,Tier 2,Canada,100-300,2,62.11786891,80.55449864,Core CS,Tech,2.430341813,Placed
8.274135999,0,Tier 2,UK,Top 100,1,67.66612496,71.70992515,Core CS,Healthcare,5.801345709,Not Placed
7.015475257,2,Tier 2,Canada,100-300,1,74.4696838,68.83181845,Cybersecurity,Tech,4.59911895,Placed
6.048829264,0,Tier 2,Germany,100-300,1,79.49982933,81.97888929,Cybersecurity,Other,5.326055025,Placed
6.960095877,2,Tier 2,India,100-300,3,46.22763426,85.43130233,Cybersecurity,Other,4.215312184,Not Placed
6.163103132,2,Tier 1,Germany,Top 100,2,61.52348483,84.12400755,Data Science,Finance,2.58218242,Not Placed
7.378725933,2,Tier 1,USA,Top 100,1,71.43558071,62.5748829,AI/ML,Healthcare,4.884788491,Not Placed
7.232757891,1,Tier 1,USA,300+,2,88.92554291,37.83168924,Data Science,Other,3.765879747,Placed
7.766271705,3,Tier 3,Canada,100-300,3,71.30444686,49.10321687,Cybersecurity,Finance,2.435285897,Placed
6.367294567,1,Tier 2,USA,300+,2,83.54396127,57.60410291,AI/ML,Healthcare,6.084641615,Placed
7.027206477,0,Tier 2,USA,Top 100,3,61.46251948,74.37326612,Cloud,Tech,4.097532506,Placed
5.907982564,1,Tier 2,Canada,300+,1,87.89081919,37.92069354,Cybersecurity,Manufacturing,4.461929175,Not Placed
7.561195826,0,Tier 3,Canada,100-300,4,66.9858289,73.64665412,Cybersecurity,Finance,1.85570411,Placed
7.415096944,0,Tier 1,India,300+,1,83.985758,64.45019348,Cloud,Other,4.486358005,Not Placed
7.396644017,2,Tier 1,UK,Top 100,1,68.98728377,60.46439571,AI/ML,Tech,6.170835405,Placed
7.001295225,2,Tier 2,Canada,100-300,4,83.30055964,100,Cybersecurity,Finance,1.93981493,Not Placed
7.331818313,2,Tier 3,India,Top 100,1,66.07794341,48.60487355,AI/ML,Healthcare,4.887354424,Not Placed
8.283471287,0,Tier 2,Germany,300+,0,75.13169988,76.17717035,Data Science,Healthcare,4.318981668,Placed
6.771924594,0,Tier 1,USA,100-300,1,69.262173,54.54311636,Core CS,Manufacturing,6.03308705,Placed
7.110916147,0,Tier 2,UK,Top 100,2,72.17169743,78.02535182,Data Science,Consulting,4.314896232,Placed
6.131098961,3,Tier 3,Germany,100-300,2,80.91124192,37.4106364,Core CS,Tech,5.43978515,Placed
6.305391231,0,Tier 2,Canada,Top 100,0,81.17675847,58.33954864,Cybersecurity,Other,5.728654914,Not Placed
7.078250634,1,Tier 2,Germany,300+,2,50.49124318,61.51720722,Data Science,Other,4.520869203,Not Placed
7.883146837,0,Tier 2,India,300+,1,87.09881729,75.73284515,Data Science,Consulting,6.000024721,Not Placed
6.794975341,1,Tier 3,Canada,300+,0,50.25793005,56.79434941,Cloud,Healthcare,4.55546116,Placed
6.811266777,0,Tier 3,Canada,300+,1,75.35861216,74.22559621,Core CS,Finance,5.457638779,Placed
6.674491804,3,Tier 2,UK,300+,2,52.5975793,34.95000732,Core CS,Other,3.479117565,Not Placed
6.572194663,1,Tier 1,India,300+,1,86.63492721,65.2168824,Cybersecurity,Consulting,3.45566043,Not Placed
7.235977165,4,Tier 2,USA,100-300,0,84.86202972,60.21653132,Cloud,Other,3.321585027,Not Placed
5.802193884,3,Tier 2,Germany,100-300,0,72.69122735,73.82875294,Cloud,Other,5.035789051,Not Placed
8.024751661,0,Tier 1,UK,300+,2,59.18240261,89.21282574,Core CS,Other,7.117774753,Placed
6.467662161,4,Tier 3,UK,100-300,3,100,61.49949461,Cloud,Manufacturing,6.282054824,Not Placed
7.577522788,1,Tier 2,Canada,300+,2,65.32659332,69.74606172,AI/ML,Finance,4.811906311,Placed
5.984001122,2,Tier 1,Germany,300+,3,60.87530478,48.90406964,Cybersecurity,Tech,4.451460708,Not Placed
7.535072104,1,Tier 3,UK,300+,2,30,47.05728133,Data Science,Healthcare,6.390131404,Placed
7.537555686,1,Tier 1,Canada,100-300,2,47.36494834,70.2348627,Core CS,Healthcare,7.138173785,Placed
7.307361658,0,Tier 3,Canada,Top 100,3,89.38423391,71.05628937,Cloud,Other,1.85720792,Placed
6.204457183,1,Tier 2,India,300+,2,67.01927566,46.09380566,Cloud,Finance,4.000865513,Placed
7.199638552,0,Tier 3,Canada,100-300,3,62.7330692,56.4308335,Cloud,Finance,5.29359381,Placed
6.053555052,3,Tier 3,USA,300+,0,79.97664617,59.65760184,Cybersecurity,Finance,4.653739387,Not Placed
6.797789396,0,Tier 3,India,300+,1,60.16612618,68.03857111,Data Science,Tech,4.831322034,Placed
7.823530481,3,Tier 2,India,300+,1,51.07026465,78.72706232,Cloud,Manufacturing,8.105985565,Not Placed
7.637361542,0,Tier 2,USA,100-300,0,76.91779911,54.86340881,Data Science,Tech,3.934214357,Placed
7.012146354,0,Tier 3,USA,100-300,1,77.43588029,51.45906275,Data Science,Consulting,4.078912975,Placed
6.220154739,1,Tier 1,UK,300+,0,79.08514532,71.09863145,Cybersecurity,Consulting,3.323662909,Not Placed
7.51647017,1,Tier 3,UK,100-300,2,43.80572993,45.73661768,Cloud,Other,2.778053811,Placed
7.01550499,1,Tier 1,USA,300+,2,81.74317389,69.14756098,Cloud,Consulting,4.009137718,Not Placed
5.143747521,2,Tier 1,UK,Top 100,1,78.32062134,57.36288466,Data Science,Healthcare,3.011711142,Not Placed
7.626103861,2,Tier 1,USA,100-300,4,75.22136959,100,Cloud,Consulting,4.746875776,Placed
6.980613733,5,Tier 1,USA,300+,2,76.42352708,60.9594024,Cybersecurity,Manufacturing,6.29797228,Placed
7.961960998,0,Tier 3,Canada,100-300,4,76.48034678,63.17408286,Cloud,Manufacturing,4.265273146,Placed
6.123783585,2,Tier 3,UK,100-300,0,57.45218818,63.10437351,Cloud,Tech,5.990476131,Not Placed
4.458636949,2,Tier 2,India,Top 100,1,53.23633898,87.10795879,Cloud,Other,5.631178532,Not Placed
7.223267087,3,Tier 3,India,100-300,2,81.24713249,76.76379815,Cybersecurity,Healthcare,4.921058644,Placed
7.233250941,1,Tier 2,UK,100-300,1,67.09997297,70.63773354,Data Science,Other,5.811617169,Placed
5.647462698,2,Tier 3,UK,300+,1,96.08546908,72.49822353,Data Science,Manufacturing,5.844097932,Placed
6.217200363,1,Tier 3,UK,300+,0,63.07308851,41.68911583,Cloud,Healthcare,4.228812585,Not Placed
9.204174195,1,Tier 1,UK,100-300,3,70.41613169,68.24921274,Cybersecurity,Healthcare,5.34380276,Placed
6.755511509,0,Tier 2,Canada,300+,3,51.22621833,74.78738499,Cloud,Manufacturing,5.47637975,Placed
7.584767181,2,Tier 2,USA,100-300,3,53.16768697,62.17170943,Cybersecurity,Manufacturing,5.861789915,Placed
6.479472138,1,Tier 3,UK,100-300,0,60.21483146,80.26812093,Cybersecurity,Manufacturing,4.758405869,Placed
5.327757681,3,Tier 2,UK,300+,2,52.8775923,69.24103936,Data Science,Manufacturing,5.627557484,Not Placed
6.863793403,4,Tier 3,USA,300+,1,84.42620406,77.19787948,AI/ML,Other,4.685848385,Not Placed
6.787516352,1,Tier 3,USA,300+,2,84.23359462,70.29977683,AI/ML,Other,5.758357305,Placed
6.680097409,0,Tier 2,USA,300+,0,37.20097585,85.22461953,Core CS,Finance,5.480095213,Placed
6.908287332,2,Tier 3,Germany,300+,2,55.08329984,73.54522074,Core CS,Consulting,4.028132134,Not Placed
7.211414617,1,Tier 2,India,100-300,3,61.47134565,38.51546998,AI/ML,Finance,7.118436103,Placed
6.879906439,1,Tier 2,UK,100-300,2,77.13713653,78.51867212,Data Science,Other,6.370587961,Placed
5.988795066,1,Tier 3,Canada,100-300,0,64.11107821,83.20585288,Core CS,Tech,3.123995995,Not Placed
7.388947833,3,Tier 1,Canada,300+,0,30,58.94655599,AI/ML,Finance,6.119799252,Not Placed
5.440502596,2,Tier 2,USA,300+,3,46.48098328,64.56787973,Data Science,Tech,4.05363837,Not Placed
5.359714034,1,Tier 2,Canada,300+,0,92.3328229,76.19299544,Core CS,Finance,5.665998026,Placed
7.591344396,1,Tier 2,India,100-300,1,58.72835981,67.08413327,Core CS,Tech,6.805765222,Placed
7.405616218,6,Tier 3,UK,300+,1,78.02872236,67.81261012,AI/ML,Other,5.944177974,Not Placed
6.954083708,1,Tier 3,Canada,Top 100,0,81.99931447,100,Core CS,Consulting,6.756188991,Placed
5.883641196,2,Tier 2,India,300+,1,48.57860371,64.87686539,Data Science,Consulting,5.518012767,Not Placed
6.433671247,0,Tier 2,India,100-300,4,68.90170279,64.60757686,AI/ML,Consulting,4.205709036,Placed
6.789802602,1,Tier 3,Germany,100-300,1,95.98412977,62.28743518,Data Science,Manufacturing,1.781897931,Not Placed
5.723284825,3,Tier 2,Germany,100-300,1,74.80233602,67.80912821,Core CS,Healthcare,2.882511053,Placed
6.408777074,2,Tier 1,Canada,300+,1,71.65304553,55.74911843,Data Science,Tech,3.922107373,Not Placed
7.521864271,2,Tier 3,India,100-300,2,69.70789713,77.42419302,Cloud,Tech,5.886680949,Placed
8.141844291,0,Tier 3,USA,Top 100,1,88.27605406,37.98044399,Cybersecurity,Other,3.430400846,Placed
6.664452198,0,Tier 1,Germany,Top 100,0,100,71.1433586,Core CS,Manufacturing,2.818809252,Not Placed
7.605190683,0,Tier 3,India,300+,1,38.81603717,74.50380121,Cloud,Consulting,4.516497739,Not Placed
5.468751944,1,Tier 2,Germany,100-300,0,100,59.22666262,Cybersecurity,Other,4.047636948,Not Placed
7.527560993,1,Tier 1,UK,100-300,4,78.61308346,49.70496861,AI/ML,Other,5.271751915,Placed
6.356841268,1,Tier 2,India,100-300,1,81.2687118,75.27295925,Cybersecurity,Tech,6.676782631,Placed
7.245876493,1,Tier 1,India,300+,3,64.91103822,90.52944625,AI/ML,Consulting,4.27787779,Placed
6.801798065,2,Tier 1,UK,300+,0,98.83676847,30,Cloud,Consulting,4.677920024,Not Placed
8.056331208,0,Tier 3,Germany,300+,1,69.8474104,78.59211852,Cybersecurity,Finance,6.595396848,Placed
6.300451481,0,Tier 3,UK,100-300,0,71.27748339,82.31906847,Core CS,Consulting,3.381328123,Placed
7.502085038,2,Tier 1,Canada,300+,1,57.28340178,49.22037894,Cloud,Tech,6.848655948,Not Placed
6.776394029,3,Tier 3,USA,300+,0,51.86487755,87.98220251,Cybersecurity,Other,3.409043807,Not Placed
6.873355618,0,Tier 1,Germany,100-300,1,55.11528026,65.23563539,Data Science,Consulting,4.279741602,Not Placed
6.852916885,1,Tier 1,India,Top 100,1,86.10569724,41.35842662,Data Science,Consulting,3.839575972,Placed
6.323461516,3,Tier 1,Canada,300+,2,88.39251253,70.98996299,AI/ML,Healthcare,7.103882868,Placed
6.988720827,3,Tier 1,Germany,100-300,1,84.71696348,68.83804266,Cloud,Consulting,5.130165485,Not Placed
6.949881422,3,Tier 2,USA,300+,3,68.65273811,54.94726221,Data Science,Other,4.671730643,Not Placed
7.192992199,4,Tier 3,India,Top 100,0,83.55254345,87.39176107,Cybersecurity,Manufacturing,3.239181513,Not Placed
7.067604117,0,Tier 1,UK,300+,0,58.4580633,60.86735134,Core CS,Consulting,6.735790589,Placed
7.63839564,3,Tier 2,USA,100-300,1,69.72262738,72.73179681,AI/ML,Consulting,6.384923221,Placed
7.738806893,0,Tier 3,Germany,300+,1,61.79992463,58.20912642,Cybersecurity,Other,4.178121281,Not Placed
6.159501343,1,Tier 2,India,300+,3,59.25030089,57.06017149,AI/ML,Healthcare,4.759169344,Placed
7.695018,0,Tier 2,Germany,100-300,1,72.8719732,48.14715281,Data Science,Manufacturing,5.772264829,Placed
6.050930858,0,Tier 2,USA,100-300,0,78.80806956,90.29272787,Cloud,Manufacturing,5.184694423,Placed
7.470284711,1,Tier 1,India,100-300,3,65.62138287,72.37431713,Core CS,Finance,4.392751851,Placed
7.495791028,0,Tier 3,USA,300+,1,79.37930321,54.89577121,Data Science,Other,7.400369416,Placed
5.470946487,3,Tier 1,Germany,300+,4,69.7593533,66.99707645,Cloud,Consulting,4.189715936,Placed
7.074383397,2,Tier 1,India,100-300,1,38.8631475,82.09578279,Core CS,Finance,4.716702673,Placed
6.625203109,0,Tier 2,India,100-300,0,56.18749573,63.49544328,Cloud,Other,6.334243576,Placed
6.392987794,1,Tier 2,India,300+,0,76.24779884,73.07812409,Data Science,Tech,5.900642552,Not Placed
8.080681865,0,Tier 2,Germany,100-300,2,76.92246529,54.29122895,Core CS,Tech,6.674285342,Placed
6.477056687,1,Tier 2,Canada,300+,2,62.52535971,64.84159861,Cybersecurity,Healthcare,7.664591937,Placed
6.354898457,1,Tier 2,Germany,100-300,3,56.14060783,37.85981239,Data Science,Finance,3.790850556,Not Placed
7.060555952,1,Tier 2,UK,100-300,2,90.52150287,63.56300493,AI/ML,Tech,5.227690368,Placed
7.548471797,0,Tier 2,Canada,Top 100,1,80.78543348,54.59136912,Core CS,Healthcare,3.948855905,Placed
6.886681131,0,Tier 3,Germany,300+,1,40.47789319,84.42728471,Cloud,Tech,4.163133324,Not Placed
7.933096437,1,Tier 3,UK,100-300,0,71.59701803,55.05038563,Data Science,Finance,4.077484865,Not Placed
7.42478053,3,Tier 2,USA,100-300,2,70.95059744,51.97202773,Cloud,Finance,4.99789908,Placed
5.257430944,4,Tier 1,UK,100-300,1,59.30983193,77.04929974,Cybersecurity,Other,5.680981769,Not Placed
6.576426429,4,Tier 2,India,100-300,2,67.15074941,53.33444002,Cloud,Healthcare,4.330691915,Placed
6.550526321,1,Tier 1,Canada,300+,2,50.29228715,65.66195682,Data Science,Finance,5.083330172,Not Placed
7.383488763,0,Tier 2,Germany,Top 100,1,82.41120356,62.82480831,Core CS,Consulting,3.773161941,Placed
4.900146355,3,Tier 1,Germany,Top 100,1,91.9337543,61.94829375,Data Science,Finance,3.248903597,Not Placed
9.039207767,0,Tier 3,India,Top 100,1,56.8319601,50.16142189,AI/ML,Other,3.545890315,Placed
7.424820876,3,Tier 1,Canada,300+,1,66.47972715,80.48586461,AI/ML,Consulting,4.596214501,Not Placed
7.119101443,1,Tier 3,Canada,Top 100,4,53.36724221,54.49287875,Cloud,Manufacturing,4.792618823,Placed
7.945254173,2,Tier 1,India,300+,1,63.76311167,71.82989235,Cloud,Healthcare,5.203233392,Placed
8.874923242,0,Tier 2,Canada,300+,1,79.90832945,70.68942679,Data Science,Healthcare,4.417559926,Not Placed
7.696597316,0,Tier 3,India,300+,2,67.55623878,74.7152073,Cloud,Other,5.674398769,Placed
7.759050477,2,Tier 1,UK,300+,2,81.17779075,57.51329975,Cloud,Other,4.907276003,Placed
7.10455202,2,Tier 3,India,Top 100,1,100,57.92287633,Cloud,Tech,3.759549022,Placed
6.886779397,1,Tier 2,Germany,300+,1,61.02686625,73.59647142,Core CS,Other,5.118918956,Not Placed
6.619363645,1,Tier 3,USA,100-300,4,72.46369465,55.17836844,AI/ML,Manufacturing,4.98418386,Placed
6.339110407,3,Tier 3,UK,300+,1,64.0190587,57.61771237,Core CS,Tech,4.586812641,Not Placed
6.45038872,0,Tier 1,Germany,100-300,1,80.72189365,58.32969695,Data Science,Tech,6.473677368,Placed
5.919555229,4,Tier 3,UK,100-300,2,71.04218155,63.32967845,Cybersecurity,Healthcare,5.239191749,Not Placed
6.939302839,2,Tier 1,Germany,300+,3,73.55021022,59.70683937,AI/ML,Consulting,8.927645989,Placed
